SLIPID,SLIPTIMESTAMP,PLAYER_ID,CURRENTSF,LOGSF,STAKE,GGR,BETODD,SPORTNAMEENGLISH,LEAGUENAMEENGLISH,EVENTDESCRIPTION,GAMEDESCRIPTION,Market Name,Market Name Corners,RESULTDESCRIPTION,SRC_EVENT_ID,GOAL_EXP_HOME,GOAL_EXP_AWAY,DRAW_FACTOR,FIRST_HALF_GOALS_PERC,INJURY_TIME_1ST_HALF,INJURY_TIME_2ND_HALF,MINUTES,Data Set,Default 1st Half Injury Time,1st Half Injury Time change?,Magnitude of change,Magnitude of change relative,Concat
7917274056,0.02275463,709527121,0.3,0.3,0.33605022,0.33605022,2,Football,Recopa Sudamericana,Racing Club Avellaneda - Botafogo FR RJ,Botafogo FR RJ - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 4,5",7523578,1.2883,0.9781,0.9474,0.4388,2,5,2,Fixed,2,1st Half Inj Time increased,1,1,"7523578Over 4,5Slight Dog - Total Corners"
7917276020,0.023194444,708807541,0.3,0.3,9.11368197,-6.47064698,1.71,Football,Recopa Sudamericana,Racing Club Avellaneda - Botafogo FR RJ,Most Corners,Most Corners,Most Corners,Racing Club Avellaneda,7523578,1.2883,0.9781,0.9474,0.4388,2,5,2,Fixed,2,1st Half Inj Time increased,1,1,7523578Racing Club AvellanedaMost Corners
7884071734,0.008935185,707856333,0.01,0.3,16.63341,16.63341,2.37,Football,Liga Profesional de Futbol,Racing Club Avellaneda - CA Boca Juniors,Total Corners,Total Corners,Total Corners,"Over 13,5",7556974,1.339,1.1107,0.9458,0.4392,4,5,45,Fixed,2,1st Half Inj Time increased,2,2,"7556974Over 13,5Total Corners"
7810485952,0.011863426,706991129,0.01,0.3,15.975829,-18.37220335,2.15,Football,Premier League,Racing United FC - Mount Pleasant FC,Total Corners,Total Corners,Total Corners,"Over 9,5",7533232,0.6539,2.488,0.8896,0.4674,2,5,14,Fixed,2,1st Half Inj Time increased,1,1,"7533232Over 9,5Total Corners"
7807101377,0.004363426,707851584,0.3,0.3,7.964167,7.964167,2.25,Football,Premiership,Rangers FC - St Johnstone,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 7,5",7533275,3.2698,0.596,0.9111,0.4429,2,5,4,Fixed,2,1st Half Inj Time decreased,1,-1,"7533275Over 7,51st Half - Total Corners"
7807201925,0.024560185,708045388,0.3,0.3,56.89807686,56.89807686,4.33,Football,Premiership,Rangers FC - St Johnstone,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 5,5",7533275,2.969,0.6032,0.9111,0.4513,2,5,34,Fixed,2,1st Half Inj Time decreased,1,-1,"7533275Under 5,51st Half - Total Corners"
7856236402,0.016319444,707462442,0.01,1,40.9184725,-76.51754358,2.87,Football,UEFA Europa League,Rangers FC - Union Saint-Gilloise,Most Corners,Most Corners,Most Corners,Rangers FC,7542323,1.6513,1.4011,0.9355,0.4286,2,5,23,Fixed,2,1st Half Inj Time increased,2,2,7542323Rangers FCMost Corners
7694879015,0.03380787,703723645,0.01,1,434.78,434.78,2.15,Football,LaLiga,Rayo Vallecano - Athletic Bilbao,Total Corners,Total Corners,Total Corners,"Over 8,5",7513986,0.9486,1.2391,0.9395,0.4406,4,7,17,Fixed,4,No change in 1st Half Inj Time,0,0,"7513986Over 8,5Total Corners"
7845114901,0.021875,646134518,0.01,1,5,-3.75,1.75,Football,LaLiga,Rayo Vallecano - Girona FC,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 2,5",7537627,1.2183,1.0726,0.9446,0.4292,4,7,29,Fixed,4,No change in 1st Half Inj Time,0,0,"7537627Over 2,51st Half - Total Corners"
7845037576,0.008506944,708423086,0.01,1,1.6177458,1.6177458,4.4,Football,LaLiga,Rayo Vallecano - Girona FC,Total Corners,Total Corners,Total Corners,"Over 10,5",7537627,1.2858,1.1401,0.9146,0.4448,4,7,10,Fixed,4,No change in 1st Half Inj Time,0,0,"7537627Over 10,5Total Corners"
7735440719,0.011712963,639016502,0.01,1,392,392,1.82,Football,LaLiga,Rayo Vallecano - Real Madrid,Real Madrid - Total Corners,Strong Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 6,5",7525275,0.7291,2.0582,0.9591,0.4362,4,7,16,Fixed,4,1st Half Inj Time decreased,1,-1,"7525275Over 6,5Strong Jolly - Total Corners"
7735473099,0.019513889,704133229,0.3,0.3,0.43828,-0.679334,2.55,Football,LaLiga,Rayo Vallecano - Real Madrid,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 4,5",7525275,0.6899,2.0974,0.9591,0.4362,4,7,27,Fixed,4,1st Half Inj Time decreased,1,-1,"7525275Under 4,51st Half - Total Corners"
7735512689,0.029305556,703979755,0.01,0.01,2,2,2.15,Football,LaLiga,Rayo Vallecano - Real Madrid,Real Madrid - Total Corners,Strong Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 5,5",7525275,0.7172,2.1162,0.9591,0.4314,4,7,41,Fixed,4,1st Half Inj Time decreased,1,-1,"7525275Over 5,5Strong Jolly - Total Corners"
7735612321,0.00962963,703653697,0.01,0.01,0.95689488,-0.13396528,1.14,Football,LaLiga,Rayo Vallecano - Real Madrid,Total Corners,Total Corners,Total Corners,"Over 6,5",7525275,0.8714,2.2055,0.9591,0.437,3,7,53,Fixed,4,1st Half Inj Time decreased,1,-1,"7525275Over 6,5Total Corners"
7735408712,0.005289352,613763343,0.3,0.3,18.95561,18.95561,1.88,Football,LaLiga,Rayo Vallecano - Real Madrid,Total Corners,Total Corners,Total Corners,"Over 10,5",7525275,0.7353,2.052,0.9591,0.4362,4,7,6,Fixed,4,1st Half Inj Time decreased,1,-1,"7525275Over 10,5Total Corners"
7878960426,0.028194444,708723144,0.01,1,58.68732456,-108.5715504,2.85,Football,LaLiga,Rayo Vallecano - Real Valladolid,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 3,5",7543261,1.8772,0.5973,0.9454,0.4455,4,7,37,Fixed,4,No change in 1st Half Inj Time,0,0,"7543261Under 3,51st Half - Total Corners"
7623719564,0.005289352,703149996,0.01,0.3,8.51024075,-8.51024075,2,Football,LaLiga,Rayo Vallecano - UD Las Palmas,Rayo Vallecano - Total Corners,Medium Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 6,5",7503402,1.5278,0.8332,0.9527,0.4397,4,7,7,Fixed,4,1st Half Inj Time increased,1,1,"7503402Over 6,5Medium Jolly - Total Corners"
7842121471,0.038506944,558582485,0.01,0.01,2,2,4.5,Football,Bundesliga,RB Leipzig - Bayer Leverkusen,Total Corners,Total Corners,Total Corners,"Over 10,5",7534914,1.345,1.4423,0.9315,0.4415,3,6,65,Fixed,3,No change in 1st Half Inj Time,0,0,"7534914Over 10,5Total Corners"
7841818520,0.025868056,707851584,0.3,0.3,8.088729,-5.50033572,1.68,Football,Bundesliga,RB Leipzig - Bayer Leverkusen,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 5,5",7534914,1.1873,1.633,0.9315,0.454,3,6,7,Fixed,3,No change in 1st Half Inj Time,0,0,"7534914Over 5,51st Half - Total Corners"
7842132788,0.040300926,708423086,0.01,1,372.081534,-706.9549146,2.9,Football,Bundesliga,RB Leipzig - Bayer Leverkusen,Total Corners,Total Corners,Total Corners,"Over 9,5",7534914,1.345,1.4423,0.9315,0.4415,3,6,67,Fixed,3,No change in 1st Half Inj Time,0,0,"7534914Over 9,5Total Corners"
7886225328,0.006631944,707208697,0.01,1,3.326682,3.326682,2.1,Football,Bundesliga,RB Leipzig - FC St. Pauli,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 3,5",7541321,1.7378,0.8951,0.9449,0.4505,3,6,39,Fixed,3,1st Half Inj Time decreased,2,-2,"7541321Under 3,51st Half - Total Corners"
7834225206,0.001539352,708172584,0.3,0.3,2.55166016,-3.49577442,2.37,Football,UEFA Champions League,RB Leipzig - Sporting CP,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7530374,1.5498,1.7171,0.9278,0.4395,2,5,15,Fixed,2,No change in 1st Half Inj Time,0,0,"7530374Over 3,51st Half - Total Corners"
7834183076,0.033206019,560283668,0.01,1,5,-3.65,1.73,Football,UEFA Champions League,RB Leipzig - Sporting CP,Sporting CP - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 4,5",7530374,1.5341,1.7328,0.9278,0.4359,2,5,1,Fixed,2,No change in 1st Half Inj Time,0,0,"7530374Over 4,5Slight Jolly - Total Corners"
7934032906,0.010752315,709582010,0.01,1,100,100,3,Football,DFB Pokal,RB Leipzig - VfL Wolfsburg,Total Corners,Total Corners,Total Corners,"Under 5,5",7529758,1.874,1.3277,0.9436,0.4432,2,5,30,Fixed,2,No change in 1st Half Inj Time,0,0,"7529758Under 5,5Total Corners"
7934084312,0.02150463,709567821,0.01,0.01,2,2,2.55,Football,DFB Pokal,RB Leipzig - VfL Wolfsburg,Total Corners,Total Corners,Total Corners,"Under 6,5",7529758,2.0165,1.4049,0.9436,0.4879,2,5,45,Fixed,2,No change in 1st Half Inj Time,0,0,"7529758Under 6,5Total Corners"
7934030773,0.010173611,709582010,0.01,1,100,100,5.25,Football,DFB Pokal,RB Leipzig - VfL Wolfsburg,Total Corners,Total Corners,Total Corners,"Under 4,5",7529758,1.874,1.3277,0.9436,0.4432,2,5,29,Fixed,2,No change in 1st Half Inj Time,0,0,"7529758Under 4,5Total Corners"
7668104766,0.005092593,703241655,0.01,1,4.09855425,-3.76083338,2.2,Football,LaLiga,RC Celta de Vigo - FC Barcelona,Total Corners,Total Corners,Total Corners,"Under 9,5",7510649,1.2597,2.0591,0.9493,0.45,4,7,7,Fixed,4,No change in 1st Half Inj Time,0,0,"7510649Under 9,5Total Corners"
7668156273,0.014895833,472783112,0.01,0.01,0.96634237,0.96634237,3.7,Football,LaLiga,RC Celta de Vigo - FC Barcelona,Total Corners,Total Corners,Total Corners,"Over 13,5",7510649,1.2887,1.8267,0.9493,0.4407,4,7,21,Fixed,4,No change in 1st Half Inj Time,0,0,"7510649Over 13,5Total Corners"
7668121517,0.008090278,648794044,0.01,1,36.88698825,-59.0191812,2.6,Football,LaLiga,RC Celta de Vigo - FC Barcelona,Corners Matchbet,Corners Matchbet,Corners Matchbet,RC Celta de Vigo,7510649,1.2811,2.0429,0.9493,0.4495,4,7,11,Fixed,4,No change in 1st Half Inj Time,0,0,7510649RC Celta de VigoCorners Matchbet
7753012284,0.033784722,704233788,0.01,0.01,55.73062446,55.73062446,4.33,Football,LaLiga,RC Celta de Vigo - Real Sociedad,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 4,5",7527173,1.104,0.9988,0.9329,0.4421,4,7,31,Fixed,4,No change in 1st Half Inj Time,0,0,"7527173Under 4,51st Half - Total Corners"
7846127221,0.038912037,702088966,0.01,0.01,2,2,2.7,Football,Ligue 1,RC Lens - Angers SCO,RC Lens - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 3,5",7537758,2.1915,0.8505,0.9683,0.4827,5,6,76,Fixed,3,1st Half Inj Time increased,2,2,"7537758Under 3,5Strong Jolly - Total Corners"
7845895722,0.039386574,707753310,0.01,0.01,0.40443645,0.40443645,1.95,Football,Ligue 1,RC Lens - Angers SCO,Total Corners,Total Corners,Total Corners,"Over 8,5",7537758,2.068,0.7962,0.9683,0.4715,3,6,41,Fixed,3,1st Half Inj Time increased,2,2,"7537758Over 8,5Total Corners"
7942734918,0.025208333,704493103,0.01,1,13.1620256,13.1620256,3.6,Football,Ligue 1,RC Lens - Le Havre AC,Total Corners,Total Corners,Total Corners,"Under 9,5",7564623,1.9812,0.7843,0.9659,0.4596,3,6,36,Fixed,3,1st Half Inj Time increased,3,3,"7564623Under 9,5Total Corners"
7942735692,0.025358796,709906453,0.01,0.06,239.05529,239.05529,2.3,Football,Ligue 1,RC Lens - Le Havre AC,Total Corners,Total Corners,Total Corners,"Under 10,5",7564623,1.9812,0.7843,0.9659,0.4596,3,6,36,Fixed,3,1st Half Inj Time increased,3,3,"7564623Under 10,5Total Corners"
7942778503,0.034212963,709612025,0.01,0.99,115,115,1.93,Football,Ligue 1,RC Lens - Le Havre AC,Le Havre AC - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 1,5",7564623,2.1264,0.6874,0.9659,0.4685,6,6,49,Fixed,3,1st Half Inj Time increased,3,3,"7564623Under 1,5Strong Dog - Total Corners"
7906573128,0.014131944,709394229,0.3,0.3,9.973281,9.973281,3.4,Football,Ligue 1,RC Lens - RC Strasbourg Alsace,Total Corners,Total Corners,Total Corners,"Over 12,5",7557629,1.7857,1.1342,0.933,0.4365,3,6,5,Fixed,3,1st Half Inj Time decreased,1,-1,"7557629Over 12,5Total Corners"
7790025018,0.011724537,502930185,0.01,0.06,10,10,2.87,Football,Ligue 1,RC Strasbourg Alsace - AJ Auxerre,Total Corners,Total Corners,Total Corners,"Over 9,5",7529834,1.8622,1.1793,0.925,0.4292,3,6,15,Fixed,3,1st Half Inj Time decreased,1,-1,"7529834Over 9,5Total Corners"
7842968159,0.016087963,558582485,0.01,0.01,2,2,3.9,Football,Ligue 1,RC Strasbourg Alsace - Lille OSC,Total Corners,Total Corners,Total Corners,"Over 13,5",7537470,1.193,1.1962,0.9508,0.437,3,6,61,Fixed,3,No change in 1st Half Inj Time,0,0,"7537470Over 13,5Total Corners"
7843023733,0.025659722,708423086,0.01,1,647.09832,-562.9755384,1.87,Football,Ligue 1,RC Strasbourg Alsace - Lille OSC,RC Strasbourg Alsace - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 6,5",7537470,1.1004,1.287,0.9508,0.437,3,6,75,Fixed,3,No change in 1st Half Inj Time,0,0,"7537470Under 6,5Slight Dog - Total Corners"
7842985111,0.019131944,566237270,0.01,0.01,11.8414032,11.8414032,5.25,Football,Ligue 1,RC Strasbourg Alsace - Lille OSC,Total Corners,Total Corners,Total Corners,"Over 14,5",7537470,1.193,1.1962,0.9508,0.437,3,6,65,Fixed,3,No change in 1st Half Inj Time,0,0,"7537470Over 14,5Total Corners"
7926085796,0.039178241,703761027,0.01,0.01,2,2,4.4,Football,Ligue 1,RC Strasbourg Alsace - Stade Brest 29,Total Corners,Total Corners,Total Corners,"Under 8,5",7561313,1.4372,1.063,0.9472,0.437,2,6,79,Fixed,3,1st Half Inj Time decreased,1,-1,"7561313Under 8,5Total Corners"
7925724799,0.018159722,641022021,0.01,1,500,-600,2.2,Football,Ligue 1,RC Strasbourg Alsace - Stade Brest 29,Total Corners,Total Corners,Total Corners,"Over 8,5",7561313,1.4413,1.1085,0.9472,0.4352,3,6,10,Fixed,3,1st Half Inj Time decreased,1,-1,"7561313Over 8,5Total Corners"
7700310926,0.007662037,636542920,0.01,0.3,67.769467,67.769467,2.1,Football,LaLiga,RCD Mallorca - FC Barcelona,FC Barcelona - Total Corners,Strong Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 7,5",7519500,0.8808,2.026,0.9522,0.4448,4,7,10,Fixed,4,1st Half Inj Time decreased,2,-2,"7519500Over 7,5Strong Jolly - Total Corners"
7734461774,0.01625,647712755,0.01,1,20,-21,2.05,Football,LaLiga,RCD Mallorca - Girona FC,RCD Mallorca - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 2,5",7524939,0.8033,1.2694,0.9398,0.437,4,7,46,Fixed,4,No change in 1st Half Inj Time,0,0,"7524939Under 2,5Slight Dog - Total Corners"
7734512907,0.023611111,704121642,0.01,1,40,40,2.7,Football,LaLiga,RCD Mallorca - Girona FC,RCD Mallorca - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 1,5",7524939,0.7916,1.2812,0.9398,0.437,4,7,56,Fixed,4,No change in 1st Half Inj Time,0,0,"7524939Under 1,5Slight Dog - Total Corners"
7734575442,0.031412037,704069824,0.01,1,15.12,15.12,2.15,Football,LaLiga,RCD Mallorca - Girona FC,Girona FC - Total Corners,Medium Jolly - Total Corners,Slight Corner Dog - Total Corners,"Over 4,5",7524939,0.662,1.4053,0.9398,0.437,4,7,67,Fixed,4,No change in 1st Half Inj Time,0,0,"7524939Over 4,5Medium Jolly - Total Corners"
7906842367,0.027071759,709404959,0.3,0.3,21.6087755,21.6087755,2.1,Football,LaLiga,RCD Mallorca - UD Las Palmas,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7557522,1.4407,0.8413,0.9349,0.4469,4,7,8,Fixed,4,1st Half Inj Time decreased,1,-1,"7557522Over 3,51st Half - Total Corners"
7747639749,0.024224537,703684731,0.01,1,17.8210877,17.8210877,1.98,Football,UEFA Conference League,Real Betis - HJK Helsinki,HJK Helsinki - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 1,5",7520149,3.1062,0.6561,0.9928,0.4422,2,5,34,Fixed,2,1st Half Inj Time decreased,1,-1,"7520149Over 1,5Strong Dog - Total Corners"
7758349585,0.015289352,703370092,0.01,0.01,2,2,3.4,Football,LaLiga,Real Betis - Rayo Vallecano,Total Corners,Total Corners,Total Corners,"Over 16,5",7527316,1.7118,0.8229,0.943,0.444,4,7,21,Fixed,4,1st Half Inj Time decreased,2,-2,"7527316Over 16,5Total Corners"
7758336120,0.011840278,701707830,0.01,0.01,2,2,2.8,Football,LaLiga,Real Betis - Rayo Vallecano,Total Corners,Total Corners,Total Corners,"Over 15,5",7527316,1.7118,0.8229,0.943,0.444,4,7,16,Fixed,4,1st Half Inj Time decreased,2,-2,"7527316Over 15,5Total Corners"
7942603245,0.041168981,709882341,0.01,1,357.1301764,39.56833946,2.25,Football,LaLiga,Real Betis - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 6,5",7564956,1.1898,1.7718,0.927,0.4546,4,7,26,Fixed,4,1st Half Inj Time decreased,2,-2,"7564956Under 6,5Total Corners"
7942632773,0.005243056,708450125,0.01,0.01,2,2,2.85,Football,LaLiga,Real Betis - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 7,5",7564956,1.2096,1.7168,0.927,0.4298,4,7,34,Fixed,4,1st Half Inj Time decreased,2,-2,"7564956Under 7,5Total Corners"
7942537499,0.028321759,709905254,0.01,1,4.9357596,4.9357596,2.25,Football,LaLiga,Real Betis - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 8,5",7564956,1.2679,1.8521,0.927,0.4443,4,7,8,Fixed,4,1st Half Inj Time decreased,2,-2,"7564956Under 8,5Total Corners"
7942522034,0.025775463,709905254,0.01,1,7.4036394,7.4036394,2.55,Football,LaLiga,Real Betis - Real Madrid,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 3,5",7564956,1.2679,1.8521,0.927,0.4443,4,7,4,Fixed,4,1st Half Inj Time decreased,2,-2,"7564956Under 3,51st Half - Total Corners"
7907357480,0.015798611,708441559,0.01,0.01,2,2,2.6,Football,LaLiga,Real Betis - Real Sociedad,Total Corners,Total Corners,Total Corners,"Under 8,5",7557519,1.2268,1.0322,0.9296,0.451,4,7,21,Fixed,4,1st Half Inj Time decreased,1,-1,"7557519Under 8,5Total Corners"
7614208494,0.009085648,703164174,0.3,0.3,47.878461,-46.92089178,1.98,Football,UEFA Champions League,Real Madrid - AC Milan,Total Corners,Total Corners,Total Corners,"Over 9,5",6572305,2.4389,0.9849,0.9587,0.4432,2,5,10,Fixed,2,1st Half Inj Time increased,2,2,"6572305Over 9,5Total Corners"
7883043719,0.012233796,650885190,0.3,0.3,13.8744,-7.075944,1.51,Football,LaLiga,Real Madrid - Atletico Madrid,Total Corners,Total Corners,Total Corners,"Under 9,5",7543958,1.7794,1.2565,0.929,0.4326,4,7,13,Fixed,4,No change in 1st Half Inj Time,0,0,"7543958Under 9,5Total Corners"
7883074776,0.018842593,707841848,0.3,0.3,0.3326682,-0.8316705,3.5,Football,LaLiga,Real Madrid - Atletico Madrid,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 2,5",7543958,1.7794,1.2565,0.929,0.4326,4,7,22,Fixed,4,No change in 1st Half Inj Time,0,0,"7543958Under 2,51st Half - Total Corners"
7744740476,0.005972222,560526040,0.5,0.5,60.4671815,60.4671815,1.9091,Football,FIFA Intercontinental Cup,Real Madrid - CF Pachuca,Real Madrid - Total Corners,Strong Jolly - Total Corners,Strong Corner Jolly - Total Corners,"Over 6,5",7529346,2.7069,0.7366,0.9654,0.4516,2,5,8,Fixed,2,1st Half Inj Time decreased,1,-1,"7529346Over 6,5Strong Jolly - Total Corners"
7914065705,0.001446759,707839313,0.3,0.3,3.3519892,3.3519892,1.51,Football,UEFA Champions League,Real Madrid - Manchester City,Most Corners,Most Corners,Most Corners,Manchester City,7559922,2.0525,1.4156,0.9383,0.4465,2,5,1,Fixed,2,No change in 1st Half Inj Time,0,0,7559922Manchester CityMost Corners
7914067496,0.001840278,707128719,0.3,0.3,7.20677678,3.37377713,1.85,Football,UEFA Champions League,Real Madrid - Manchester City,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 4,5",7559922,2.032,1.4361,0.9383,0.4465,2,5,2,Fixed,2,No change in 1st Half Inj Time,0,0,"7559922Over 4,51st Half - Total Corners"
7914069721,0.002326389,707896723,0.3,0.3,0.8379973,0.8379973,1.8,Football,UEFA Champions League,Real Madrid - Manchester City,Manchester City - Total Corners,Medium Dog - Total Corners,Slight Corner Jolly - Total Corners,"Over 5,5",7559922,2.021,1.447,0.9383,0.4465,2,5,3,Fixed,2,No change in 1st Half Inj Time,0,0,"7559922Over 5,5Medium Dog - Total Corners"
7914060239,0.0003125,566231823,0.5,0.5,120.552028,-126.5796294,2.05,Football,UEFA Champions League,Real Madrid - Manchester City,Real Madrid - Total Corners,Medium Jolly - Total Corners,Slight Corner Dog - Total Corners,"Over 4,5",7559922,2.0605,1.407,0.9455,0.4465,2,5,0,Fixed,2,No change in 1st Half Inj Time,0,0,"7559922Over 4,5Medium Jolly - Total Corners"
7757004134,0.027731481,704129840,0.01,0.99,29.84,-23.87,1.8,Football,LaLiga,Real Madrid - Sevilla FC,Real Madrid - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 6,5",7527317,2.4642,0.7227,0.9697,0.4586,4,7,22,Fixed,4,1st Half Inj Time decreased,1,-1,"7527317Under 6,5Strong Jolly - Total Corners"
7756962349,0.022511574,648794044,0.01,1,23.1813075,23.1813075,5,Football,LaLiga,Real Madrid - Sevilla FC,Most Corners,Most Corners,Most Corners,Sevilla FC,7527317,2.4874,0.7434,0.9697,0.4597,4,7,15,Fixed,4,1st Half Inj Time decreased,1,-1,7527317Sevilla FCMost Corners
7826253641,0.019733796,707808459,0.01,0.99,237,237,2.25,Football,LaLiga,Real Madrid - UD Las Palmas,Total Corners,Total Corners,Total Corners,"Over 12,5",7531883,2.9729,0.5541,0.8957,0.4521,4,7,11,Fixed,4,1st Half Inj Time increased,1,1,"7531883Over 12,5Total Corners"
7826289292,0.026863426,707462442,0.01,1,23.35924625,23.35924625,5.25,Football,LaLiga,Real Madrid - UD Las Palmas,Most Corners,Most Corners,Most Corners,UD Las Palmas,7531883,3.0368,0.6035,0.8957,0.4573,4,7,22,Fixed,4,1st Half Inj Time increased,1,1,7531883UD Las PalmasMost Corners
7826264486,0.021805556,708150703,0.01,0.99,50,50,2.5,Football,LaLiga,Real Madrid - UD Las Palmas,Total Corners,Total Corners,Total Corners,"Over 13,5",7531883,2.9908,0.5743,0.8957,0.4478,4,7,14,Fixed,4,1st Half Inj Time increased,1,1,"7531883Over 13,5Total Corners"
7826219389,0.013298611,704815131,0.3,0.3,49.9404575,-52.43748038,2.05,Football,LaLiga,Real Madrid - UD Las Palmas,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 5,5",7531883,2.8918,0.5355,0.8957,0.4486,4,7,2,Fixed,4,1st Half Inj Time increased,1,1,"7531883Over 5,51st Half - Total Corners"
7826353264,0.038726852,707462442,0.01,1,2.41647375,2.41647375,46,Football,LaLiga,Real Madrid - UD Las Palmas,Most Corners,Most Corners,Most Corners,X,7531883,2.8298,0.6727,0.8957,0.4466,4,7,39,Fixed,4,1st Half Inj Time increased,1,1,7531883XMost Corners
7826243330,0.017893519,708153491,0.3,0.3,27.3867025,27.3867025,1.66,Football,LaLiga,Real Madrid - UD Las Palmas,Total Corners,Total Corners,Total Corners,"Over 11,5",7531883,2.9246,0.5276,0.8957,0.4613,4,7,9,Fixed,4,1st Half Inj Time increased,1,1,"7531883Over 11,5Total Corners"
7926539276,0.006238426,709422603,0.3,1,41.83685,41.83685,2.95,Football,LaLiga,Real Sociedad - CD Leganes,Total Corners,Total Corners,Total Corners,"Over 10,5",7561316,1.6358,0.6746,0.9479,0.4381,4,7,7,Fixed,4,1st Half Inj Time decreased,1,-1,"7561316Over 10,5Total Corners"
7845511363,0.01724537,707915565,0.01,0.01,2,-2.8,2.4,Football,LaLiga,Real Sociedad - Getafe CF,Total Corners,Total Corners,Total Corners,"Under 7,5",7537628,1.1811,0.6269,0.9386,0.4441,4,7,8,Fixed,4,1st Half Inj Time decreased,2,-2,"7537628Under 7,5Total Corners"
7856207548,0.007094907,708563767,0.01,1,30,30,1.85,Football,UEFA Europa League,Real Sociedad - PAOK Thessaloniki,Real Sociedad - Total Corners,Medium Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 5,5",7542334,1.7406,0.9386,0.916,0.447,2,5,10,Fixed,2,1st Half Inj Time decreased,1,-1,"7542334Over 5,5Medium Jolly - Total Corners"
7856280188,0.029652778,646453415,0.01,0.01,1,-1.7,2.7,Football,UEFA Europa League,Real Sociedad - PAOK Thessaloniki,Total Corners,Total Corners,Total Corners,"Under 9,5",7542334,1.6949,0.9843,0.916,0.447,2,5,42,Fixed,2,1st Half Inj Time decreased,1,-1,"7542334Under 9,5Total Corners"
7856280189,0.029652778,646453415,0.01,0.01,1,-0.82,1.82,Football,UEFA Europa League,Real Sociedad - PAOK Thessaloniki,Total Corners,Total Corners,Total Corners,"Under 10,5",7542334,1.6949,0.9843,0.916,0.447,2,5,42,Fixed,2,1st Half Inj Time decreased,1,-1,"7542334Under 10,5Total Corners"
7856357760,0.008888889,704165292,0.01,0.01,1,1,1.72,Football,UEFA Europa League,Real Sociedad - PAOK Thessaloniki,Most Corners,Most Corners,Most Corners,PAOK Thessaloniki,7542334,1.6027,0.9371,0.916,0.437,1,5,52,Fixed,2,1st Half Inj Time decreased,1,-1,7542334PAOK ThessalonikiMost Corners
7695572368,0.011678241,648794044,0.01,1,34.9014666,-62.82263988,2.8,Football,LaLiga,Real Sociedad - Real Betis,Most Corners,Most Corners,Most Corners,Real Betis Sevilla,7513985,1.6359,0.7577,0.9549,0.4328,4,7,15,Fixed,4,No change in 1st Half Inj Time,0,0,7513985Real Betis SevillaMost Corners
7934128098,0.032372685,708073510,0.01,1,30,-24.6,1.82,Football,Copa del Rey,Real Sociedad - Real Madrid,Real Sociedad - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 4,5",7562698,1.182,1.3214,0.9422,0.4472,2,5,16,Fixed,2,1st Half Inj Time increased,1,1,"7562698Over 4,5Slight Dog - Total Corners"
7934128270,0.032395833,704167448,0.01,1,30,30,1.82,Football,Copa del Rey,Real Sociedad - Real Madrid,Real Sociedad - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 4,5",7562698,1.182,1.3214,0.9422,0.4472,2,5,16,Fixed,2,1st Half Inj Time increased,1,1,"7562698Under 4,5Slight Dog - Total Corners"
