SLIPID,SLIPTIMESTAMP,PLAYER_ID,CURRENTSF,LOGSF,STAKE,GGR,BETODD,SPORTNAMEENGLISH,LEAGUENAMEENGLISH,EVENTDESCRIPTION,GAMEDESCRIPTION,Market Name,Market Name Corners,RESULTDESCRIPTION,SRC_EVENT_ID,GOAL_EXP_HOME,GOAL_EXP_AWAY,DRAW_FACTOR,FIRST_HALF_GOALS_PERC,INJURY_TIME_1ST_HALF,INJURY_TIME_2ND_HALF,MINUTES,Data Set,Default 1st Half Injury Time,1st Half Injury Time change?,Magnitude of change,Magnitude of change relative,Concat
7925540656,0.030162037,651317703,0.01,0.01,2,-3.74,2.87,Football,Bundesliga,RB Leipzig - 1. FC Heidenheim,Total Corners,Total Corners,Total Corners,"Over 10,5",7558265,2.5075,0.7256,0.9584,0.4483,3,6,54,Dynamic,3,No change in 1st Half Inj Time,0,0,"7558265Over 10,5Total Corners"
7663937904,0.037291667,703545356,0.01,0.99,25,-26.25,2.05,Football,Bundesliga,Bayern Munich - FC Augsburg,FC Augsburg - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Under 1,5",7508370,3.2149,0.6156,0.9911,0.4495,3,6,22,Dynamic,3,No change in 1st Half Inj Time,0,0,"7508370Under 1,5Strong Dog - Total Corners"
7739774175,0.02462963,639392408,0.01,1,100,100,3.6,Football,LaLiga,FC Barcelona - CD Leganes,Total Corners,Total Corners,Total Corners,"Over 11,5",7523748,3.6673,0.4025,0.827,0.437,5,7,70,Dynamic,4,1st Half Inj Time increased,1,1,"7523748Over 11,5Total Corners"
7703763335,0.03619213,703064726,0.01,0.99,80,80,2.3,Football,Premier League,Manchester City - Nottingham Forest,Nottingham Forest - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 3,5",7511762,2.4758,0.8417,0.9743,0.4433,4,7,20,Dynamic,4,1st Half Inj Time decreased,3,-3,"7511762Over 3,5Strong Dog - Total Corners"
7879005716,0.040393519,582220350,0.01,1,119.927699,119.927699,2.2,Football,Ligue 1,Paris Saint-Germain - AS Monaco,Paris Saint-Germain - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 3,5",7544066,2.4912,1.0541,0.9644,0.4277,1,6,45,Dynamic,3,1st Half Inj Time decreased,2,-2,"7544066Over 3,5Strong Jolly - Total Corners"
7777307611,0.022604167,703624935,0.01,0.01,2,2,4.75,Football,Premier League,Aston Villa - Brighton & Hove Albion,Total Corners,Total Corners,Total Corners,"Under 9,5",7525442,1.9421,1.1742,0.923,0.446,1,7,46,Dynamic,4,1st Half Inj Time decreased,3,-3,"7525442Under 9,5Total Corners"
7942405060,0.00962963,709841433,0.01,1,201.543517,201.543517,2.85,Football,Ligue 1,AS Saint-Etienne - OGC Nice,Total Corners,Total Corners,Total Corners,"Over 8,5",7564456,1.1407,1.7603,0.9547,0.4511,3,6,53,Dynamic,3,No change in 1st Half Inj Time,0,0,"7564456Over 8,5Total Corners"
7891925217,0.015694444,650134709,0.3,0.3,8.35114584,8.35114584,2.1,Football,UEFA Champions League,Stade Brest 29 - Paris Saint-Germain,Total Corners,Total Corners,Total Corners,"Over 9,5",7556119,0.7493,2.2588,0.9655,0.4603,2,5,35,Dynamic,2,No change in 1st Half Inj Time,0,0,"7556119Over 9,5Total Corners"
7713498220,0.00712963,549171376,0.06,0.06,12.5937008,-7.68215749,1.61,Football,Premier League,Manchester United - Nottingham Forest,Total Corners,Total Corners,Total Corners,"Over 7,5",7513307,1.9602,0.7059,0.9425,0.437,1,7,82,Dynamic,4,1st Half Inj Time decreased,3,-3,"7513307Over 7,5Total Corners"
7635712401,0.035983796,703390316,0.01,1,108.9239368,108.9239368,2.55,Football,Brasileiro Serie B,Vila Nova FC GO - AA Ponte Preta SP,AA Ponte Preta SP - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 5,5",7504227,1.3149,0.7604,0.9603,0.437,5,5,61,Dynamic,2,1st Half Inj Time increased,3,3,"7504227Under 5,5Medium Dog - Total Corners"
7841979976,0.00900463,581338755,0.01,0.01,2,2,3.25,Football,Bundesliga,FC Augsburg - 1. FC Heidenheim,Total Corners,Total Corners,Total Corners,"Over 10,5",7534790,1.5987,1.1137,0.9374,0.4592,3,6,42,Dynamic,3,1st Half Inj Time decreased,2,-2,"7534790Over 10,5Total Corners"
7601792068,0.038391204,515557372,0.01,0.3,55.7914735,-32.35905463,1.58,Football,Premier League,Newcastle United - Arsenal,Corners Matchbet,Corners Matchbet,Corners Matchbet,Arsenal FC,6569869,0.9183,1.8251,0.9665,0.4448,4,7,24,Dynamic,4,1st Half Inj Time decreased,1,-1,6569869Arsenal FCCorners Matchbet
7905888067,0.008576389,707128719,0.3,0.3,16.622135,-16.622135,2,Football,Premiership,Heart of Midlothian - Rangers FC,Heart of Midlothian - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 9,5",7558276,1.2953,1.8212,0.931,0.4377,1,5,52,Dynamic,2,1st Half Inj Time decreased,1,-1,"7558276Over 9,5Medium Dog - Total Corners"
7909391169,0.022453704,709374197,0.01,1,424.2683412,-572.7622606,2.35,Football,LaLiga,FC Barcelona - Rayo Vallecano,Rayo Vallecano - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 3,5",7557521,2.8002,0.8355,0.9558,0.435,4,7,29,Dynamic,4,1st Half Inj Time decreased,1,-1,"7557521Over 3,5Strong Dog - Total Corners"
7854450297,0.014143519,708621664,0.01,0.3,266.5712572,266.5712572,2.8,Football,"Liga MX, Clausura",Queretaro FC - CF Pachuca,Total Corners,Total Corners,Total Corners,"Over 13,5",7539166,1.0391,1.4347,0.9486,0.437,3,5,60,Dynamic,2,1st Half Inj Time increased,1,1,"7539166Over 13,5Total Corners"
7728291642,0.00150463,560430723,0.5,0.5,6.0686218,6.0686218,5.75,Football,UEFA Conference League,FK Astana - Chelsea,Total Corners,Total Corners,Total Corners,"Over 7,5",7516313,0.8104,2.2657,0.9509,0.437,2,5,72,Dynamic,2,No change in 1st Half Inj Time,0,0,"7516313Over 7,5Total Corners"
7916222819,0.008993056,709474742,0.3,1,8.4012555,8.4012555,2.1,Football,UEFA Europa League,FK Bodo/Glimt - FC Twente,Total Corners,Total Corners,Total Corners,"Over 14,5",7559925,2.0338,1.1686,0.9471,0.444,2,5,27,Dynamic,2,1st Half Inj Time decreased,1,-1,"7559925Over 14,5Total Corners"
7626775609,0.005983796,521671832,0.06,0.06,5,-11.5,3.3,Football,Bundesliga,FC St. Pauli - Bayern Munich,Total Corners,Total Corners,Total Corners,"Over 11,5",6580497,0.6839,2.6453,0.9855,0.4508,3,6,36,Dynamic,3,1st Half Inj Time decreased,2,-2,"6580497Over 11,5Total Corners"
7870929203,0.010486111,410333913,0.3,0.3,1,0.66,1.21,Football,Coppa Italia,Atalanta BC - Bologna FC,Total Corners,Total Corners,Total Corners,"Under 6,5",7541985,1.5346,0.9947,0.951,0.4363,2,5,57,Dynamic,2,No change in 1st Half Inj Time,0,0,"7541985Under 6,5Total Corners"
7728716898,0.011099537,701707830,0.01,0.01,2,2,4.5,Football,UEFA Europa League,TSG Hoffenheim - Fotbal Club FCSB,Total Corners,Total Corners,Total Corners,"Over 8,5",7516349,2.2234,0.7864,0.9632,0.437,1,5,72,Dynamic,2,1st Half Inj Time decreased,1,-1,"7516349Over 8,5Total Corners"
7689300891,0.016527778,701864306,0.01,1,107.8772604,-129.4527125,2.2,Football,LaLiga,FC Barcelona - UD Las Palmas,UD Las Palmas - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Under 0,5",7513980,3.7386,0.5276,0.9344,0.437,4,7,59,Dynamic,4,No change in 1st Half Inj Time,0,0,"7513980Under 0,5Strong Dog - Total Corners"
7897989891,0.016909722,708450125,0.01,0.01,2,-2.6,2.3,Football,UEFA Conference League,AC Omonia Nicosia - Pafos FC,AC Omonia Nicosia - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 0,5",7531351,1.1338,1.4925,0.9265,0.437,1,5,66,Dynamic,2,1st Half Inj Time decreased,1,-1,"7531351Under 0,5Slight Dog - Total Corners"
7898006798,0.021342593,708450125,0.01,0.01,2,2,1.75,Football,UEFA Conference League,FK Borac Banja Luka - Olimpija Ljubljana,Olimpija Ljubljana - Total Corners,Slight Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 0,5",7531350,1.0624,0.9221,0.9262,0.437,3,5,71,Dynamic,2,1st Half Inj Time increased,1,1,"7531350Under 0,5Slight Dog - Total Corners"
7637876541,0.029016204,703120748,0.3,0.3,16.086,-41.8236,3.6,Football,Brasileiro Serie B,America FC Belo Horizonte MG - Ituano FC SP,Total Corners,Total Corners,Total Corners,"Over 14,5",7504233,2.1948,1.1183,0.9508,0.437,3,5,81,Dynamic,2,1st Half Inj Time increased,1,1,"7504233Over 14,5Total Corners"
7926235161,0.024641204,707778294,0.01,0.99,174,-130.5,1.75,Football,Pro League,KV Kortrijk - Cercle Brugge,Total Corners,Total Corners,Total Corners,"Over 7,5",7544687,1.127,1.3677,0.9413,0.44,2,5,20,Dynamic,2,1st Half Inj Time increased,6,6,"7544687Over 7,5Total Corners"
7928810652,0.006979167,708643276,0.01,1,20.67465144,20.67465144,2.5,Football,Serie A,AS Roma - AC Monza,AC Monza - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 1,5",7561168,2.2351,0.5289,0.9667,0.437,1,6,65,Dynamic,3,1st Half Inj Time decreased,2,-2,"7561168Under 1,5Strong Dog - Total Corners"
7801309004,0.0009375,560430371,0.5,0.5,35.8428702,-32.25858318,1.9,Football,Serie A,SS Lazio - Como 1907,Total Corners,Total Corners,Total Corners,"Over 12,5",7532513,1.5463,1.0611,0.9455,0.4324,3,6,13,Dynamic,3,1st Half Inj Time decreased,2,-2,"7532513Over 12,5Total Corners"
7837515370,0.024780093,708263118,0.01,1,160.20227,160.20227,1.57,Football,UEFA Europa League,FK Rigas Futbola Skola - Ajax Amsterdam,FK Rigas Futbola Skola - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Under 0,5",7530344,0.3615,2.3615,0.9456,0.437,1,5,76,Dynamic,2,1st Half Inj Time decreased,1,-1,"7530344Under 0,5Strong Dog - Total Corners"
7753166381,0.012662037,704178731,0.01,1,15.454205,-20.0904665,2.3,Football,Premier League,Ipswich Town - Newcastle United,Ipswich Town - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 2,5",7520924,1.0837,1.7724,0.9421,0.4132,4,7,56,Dynamic,4,No change in 1st Half Inj Time,0,0,"7520924Under 2,5Medium Dog - Total Corners"
7651421616,0.026655093,703463497,0.3,0.3,2.1153,2.1153,1.36,Football,UEFA Nations League,England - Republic of Ireland,Total Corners,Total Corners,Total Corners,"Under 10,5",7511844,2.3462,0.5109,0.9954,0.4456,2,5,37,Dynamic,2,1st Half Inj Time increased,1,1,"7511844Under 10,5Total Corners"
7755179846,0.035046296,704178731,0.01,1,15.454205,15.454205,2.25,Football,"Liga Nacional, Apertura",CSD Xelaju MC - CSD Coban Imperial,Total Corners,Total Corners,Total Corners,"Under 12,5",7529635,1.7706,0.4724,0.9396,0.437,5,5,77,Dynamic,2,1st Half Inj Time increased,3,3,"7529635Under 12,5Total Corners"
7932009166,0.027881944,709422603,0.3,0.3,16.610293,-14.45095491,1.87,Football,Copa Libertadores,CA Boca Juniors - Alianza Lima,Total Corners,Total Corners,Total Corners,"Over 11,5",7569034,2.0224,0.4499,0.9832,0.437,2,5,51,Dynamic,2,No change in 1st Half Inj Time,0,0,"7569034Over 11,5Total Corners"
7936445280,0.021550926,709422603,0.3,0.3,15.01032791,-18.76373553,2.25,Football,KNVB Beker,Heracles Almelo - AZ Alkmaar,Total Corners,Total Corners,Total Corners,"Over 13,5",7563308,0.9624,1.6698,0.9416,0.4547,2,5,29,Dynamic,2,1st Half Inj Time decreased,1,-1,"7563308Over 13,5Total Corners"
7779521026,0.009108796,705780770,0.01,1,0.77432005,0.77432005,5.75,Football,A-League,Auckland FC - Melbourne Victory,Total Corners,Total Corners,Total Corners,"Under 17,5",7530718,1.393,1.1818,0.9278,0.437,1,5,56,Dynamic,2,1st Half Inj Time decreased,1,-1,"7530718Under 17,5Total Corners"
7804160079,0.020289352,704360093,0.01,0.03,6,6,2.87,Football,Serie A,Torino FC - Juventus,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 8,5",7532757,0.8634,1.1376,0.9208,0.4501,3,6,26,Dynamic,3,1st Half Inj Time decreased,1,-1,"7532757Over 8,51st Half - Total Corners"
7903062063,0.02056713,557054487,0.01,0.01,2,-9.5,5.75,Football,Premier League,Aston Villa - Ipswich Town,Total Corners,Total Corners,Total Corners,"Over 11,5",7540163,2.7691,0.6869,0.9576,0.437,4,7,69,Dynamic,4,No change in 1st Half Inj Time,0,0,"7540163Over 11,5Total Corners"
7898359602,0.031539352,557054487,0.01,0.01,2,2,2.05,Football,Liga Profesional de Futbol,CA San Lorenzo de Almagro - CA Platense (ARG),Total Corners,Total Corners,Total Corners,"Under 6,5",7559708,1.0239,0.672,0.9354,0.4816,4,5,45,Dynamic,2,1st Half Inj Time increased,2,2,"7559708Under 6,5Total Corners"
7814804725,0.034236111,707886156,0.3,0.3,1.600855,1.600855,5.25,Football,Bundesliga,VfL Bochum - FC St. Pauli,Total Corners,Total Corners,Total Corners,"Over 14,5",7531685,1.3283,1.1219,0.9226,0.437,1,6,59,Dynamic,3,1st Half Inj Time decreased,2,-2,"7531685Over 14,5Total Corners"
7787826525,0.001921296,704426860,0.01,1,15,15,3.3,Football,Premier League,Brighton & Hove Albion - Arsenal,Total Corners,Total Corners,Total Corners,"Over 9,5",7526890,0.8946,1.6811,0.9272,0.437,4,7,71,Dynamic,4,No change in 1st Half Inj Time,0,0,"7526890Over 9,5Total Corners"
7866812869,0.013888889,707876130,0.01,1,9.808104,-24.52026,3.5,Football,Carioca,Fluminense FC RJ - Boavista SC Saquarema RJ,Total Corners,Total Corners,Total Corners,"Over 17,5",7541283,2.1454,0.5573,1.024,0.437,2,5,57,Dynamic,2,No change in 1st Half Inj Time,0,0,"7541283Over 17,5Total Corners"
7925772695,0.024895833,709478340,0.01,1,13.2204446,13.2204446,2.15,Football,LaLiga,Real Madrid - Girona FC,Real Madrid - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 12,5",7561310,2.7401,0.799,0.9669,0.437,1,7,59,Dynamic,4,1st Half Inj Time decreased,3,-3,"7561310Over 12,5Strong Jolly - Total Corners"
7832302575,0.014618056,708323220,0.3,0.3,56.41333032,56.41333032,3.7,Football,UEFA Champions League,Crvena Zvezda Beograd - PSV Eindhoven,Total Corners,Total Corners,Total Corners,"Under 12,5",7530361,1.353,1.6825,0.9357,0.437,1,5,59,Dynamic,2,1st Half Inj Time decreased,1,-1,"7530361Under 12,5Total Corners"
7841953052,0.004143519,700183491,0.01,0.01,2,2,2.75,Football,Bundesliga,Borussia Dortmund - Werder Bremen,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 4,5",7534916,1.8613,1.1586,0.958,0.4515,3,6,35,Dynamic,3,1st Half Inj Time increased,1,1,"7534916Over 4,51st Half - Total Corners"
7917091376,0.016388889,709478340,0.01,1,25.2037665,-13.35799625,1.53,Football,Paulista Serie A1,SE Palmeiras SP - Botafogo FC SP,Botafogo FC SP - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 2,5",7559755,2.9708,0.4853,0.9061,0.4974,4,5,45,Dynamic,2,1st Half Inj Time increased,2,2,"7559755Over 2,5Strong Dog - Total Corners"
7835280296,0.003101852,701377720,0.01,0.99,28,-29.4,2.05,Football,Paulista Serie A1,AA Ponte Preta SP - Portuguesa de Desportos SP,Portuguesa de Desportos SP - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 1,5",7536338,1.1901,0.8969,0.9606,0.437,3,5,45,Dynamic,2,1st Half Inj Time increased,1,1,"7536338Under 1,5Slight Dog - Total Corners"
7866812868,0.013888889,707876130,0.01,1,17.981524,-21.5778288,2.2,Football,Carioca,Fluminense FC RJ - Boavista SC Saquarema RJ,Total Corners,Total Corners,Total Corners,"Over 16,5",7541283,2.1454,0.5573,1.024,0.437,2,5,57,Dynamic,2,No change in 1st Half Inj Time,0,0,"7541283Over 16,5Total Corners"
7934751360,0.015439815,709703373,0.3,0.3,9.2676,-19.46196,3.1,Football,Copa do Brasil,Maracana EC CE - Ferroviario AC CE,Total Corners,Total Corners,Total Corners,"Over 10,5",7570178,1.1414,0.9712,0.9714,0.437,6,5,59,Dynamic,2,1st Half Inj Time increased,4,4,"7570178Over 10,5Total Corners"
7812629921,0.001018519,707462442,0.01,1,25.5435936,25.5435936,4.5,Football,Premier League,Chelsea - AFC Bournemouth,Most Corners,Most Corners,Most Corners,AFC Bournemouth,7530722,2.1022,1.1105,0.9528,0.4378,4,7,31,Dynamic,4,1st Half Inj Time increased,1,1,7530722AFC BournemouthMost Corners
7937459309,0.013784722,709703373,0.3,0.3,6.94762425,6.94762425,2,Football,CONCACAF Champions Cup,Vancouver Whitecaps - Deportivo Saprissa,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7567197,2.0557,0.9442,0.9499,0.4273,2,5,13,Dynamic,2,1st Half Inj Time decreased,1,-1,"7567197Over 6,51st Half - Total Corners"
7812722941,0.027349537,707462442,0.01,1,23.1488817,23.1488817,5.5,Football,Bundesliga,Bayer Leverkusen - 1. FSV Mainz 05,Most Corners,Most Corners,Most Corners,1. FSV Mainz 05,7531691,2.327,0.6874,0.971,0.437,2,6,50,Dynamic,3,1st Half Inj Time decreased,1,-1,75316911. FSV Mainz 05Most Corners
7594246225,0.009814815,649227968,0.3,0.3,24.2246595,-4.27484491,1.9,Football,Brasileiro Serie A,SC Internacional RS - CR Flamengo RJ,SC Internacional RS - Total Corners,Medium Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Under 5,5",6578271,1.5557,0.8984,0.9438,0.4429,2,5,13,Dynamic,2,No change in 1st Half Inj Time,0,0,"6578271Under 5,5Medium Jolly - Total Corners"
7923044216,0.00849537,708441559,0.01,0.01,2,2,2.8,Football,Ligue 1,AJ Auxerre - Olympique Marseille,Total Corners,Total Corners,Total Corners,"Over 7,5",7560828,0.7203,2.0629,0.9552,0.4112,2,6,47,Dynamic,3,1st Half Inj Time decreased,1,-1,"7560828Over 7,5Total Corners"
7832298127,0.013113426,708371540,0.01,0.3,98.9146,98.9146,3.6,Football,UEFA Champions League,Liverpool - Lille OSC,Total Corners,Total Corners,Total Corners,"Under 4,5",7530339,2.2091,0.6989,0.9722,0.437,2,5,60,Dynamic,2,No change in 1st Half Inj Time,0,0,"7530339Under 4,5Total Corners"
7667838869,0.003900463,584262056,0.3,0.3,24.84203072,-5.96737035,1.24,Football,Premier League,Manchester City - Tottenham Hotspur,Total Corners,Total Corners,Total Corners,"Over 9,5",7503966,2.9948,1.0972,0.9491,0.437,3,7,74,Dynamic,4,1st Half Inj Time decreased,1,-1,"7503966Over 9,5Total Corners"
7704938018,0.027939815,702127027,0.01,1,7.851051,-13.73933925,2.75,Football,Brasileiro Serie A,Cruzeiro EC MG - SE Palmeiras SP,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 4,5",7519848,0.9454,1.6031,0.9509,0.4495,2,5,9,Dynamic,2,No change in 1st Half Inj Time,0,0,"7519848Over 4,51st Half - Total Corners"
7831922450,0.014375,708277986,0.01,1,123,123,2.37,Football,UEFA Champions League,AS Monaco - Aston Villa,AS Monaco FC - Total Corners,Medium Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 2,5",7530381,1.1658,1.689,0.9317,0.437,3,5,73,Dynamic,2,1st Half Inj Time increased,1,1,"7530381Under 2,5Medium Dog - Total Corners"
7919298346,0.025520833,707251532,0.01,0.3,41.83685,-18.408214,1.44,Football,Premier League,Leicester City - Brentford,Total Corners,Total Corners,Total Corners,"Under 12,5",7543149,1.3269,1.5856,0.941,0.437,4,7,76,Dynamic,4,No change in 1st Half Inj Time,0,0,"7543149Under 12,5Total Corners"
7739375994,0.039872685,649590348,0.01,0.01,1,-0.24,1.24,Football,Bundesliga,RB Leipzig - Eintracht Frankfurt,Total Corners,Total Corners,Total Corners,"Over 8,5",7522094,1.8594,1.3906,0.9231,0.437,2,6,68,Dynamic,3,1st Half Inj Time decreased,1,-1,"7522094Over 8,5Total Corners"
7853717711,0.027256944,646453415,0.01,0.01,1,1,1.8,Football,UEFA Champions League,Aston Villa - Celtic FC,Celtic FC - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 4,5",7542134,1.9912,0.9408,0.972,0.437,3,5,77,Dynamic,2,1st Half Inj Time increased,1,1,"7542134Over 4,5Strong Dog - Total Corners"
7718434823,0.006921296,703053054,0.01,0.99,19,19,1.98,Football,LaLiga,Atletico Madrid - Sevilla FC,Atletico Madrid - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 6,5",7521621,2.0263,0.6316,0.9716,0.4396,4,7,7,Dynamic,4,No change in 1st Half Inj Time,0,0,"7521621Over 6,5Strong Jolly - Total Corners"
7684239695,0.020821759,703586121,0.01,0.3,122.1096547,-75.70798593,1.62,Football,UEFA Europa League,Manchester United - FK Bodo/Glimt,FK Bodo/Glimt - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 3,5",7507848,2.8126,0.7224,0.9674,0.464,2,5,28,Dynamic,2,1st Half Inj Time decreased,1,-1,"7507848Under 3,5Strong Dog - Total Corners"
7904205175,0.016539352,703693377,0.01,0.01,1,1,2.6,Football,LaLiga,Villarreal CF - Valencia CF,Total Corners,Total Corners,Total Corners,"Over 11,5",7557444,1.6513,0.99,0.9514,0.437,1,7,64,Dynamic,4,1st Half Inj Time decreased,3,-3,"7557444Over 11,5Total Corners"
7614299972,0.032974537,640657329,0.01,0.99,55,55,2.1,Football,UEFA Champions League,Sporting Lisbon - Manchester City,Sporting CP - Total Corners,Sporting CP - Total Corners,Sporting CP - Total Corners,"Over 1,5",6572302,1.0421,2.1977,0.931,0.4378,1,5,45,Dynamic,2,1st Half Inj Time decreased,1,-1,"6572302Over 1,5Sporting CP - Total Corners"
7611869470,0.023530093,703160796,0.3,0.3,7.9702105,7.9702105,3.6,Football,Brasileiro Serie A,SC Corinthians SP - SE Palmeiras SP,Total Corners,Total Corners,Total Corners,"Over 14,5",7501750,0.966,1.7766,0.946,0.437,5,5,68,Dynamic,2,1st Half Inj Time increased,3,3,"7501750Over 14,5Total Corners"
7848459207,0.011180556,641279517,0.01,1,40,40,1.52,Football,Saudi Pro League,Al-Qadisiyah - Al Hilal Saudi FC,Total Corners,Total Corners,Total Corners,"Over 11,5",7538641,1.1444,2.0812,0.9574,0.4458,2,5,15,Dynamic,2,1st Half Inj Time increased,2,2,"7538641Over 11,5Total Corners"
7866832592,0.023784722,708804487,0.01,0.3,106.25446,106.25446,2.05,Football,Carioca,Fluminense FC RJ - Boavista SC Saquarema RJ,Fluminense FC RJ - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 14,5",7541283,2.776,0.431,1.024,0.437,2,5,71,Dynamic,2,No change in 1st Half Inj Time,0,0,"7541283Over 14,5Strong Jolly - Total Corners"
